162.520000,3,1.26582,-5.65744,1.47678,-5.50002,1.08037,0.426523
267.850000,6,1.2844,-12.7524,2.10567,-13.8702,6.74341,4.77054
318.100000,10,1.23529,-12.8872,-0.383874,-13.6385,1.77495,2.2858
318.120000,12,1.28866,-12.8872,-0.383874,-13.5572,1.60514,2.09881
323.380000,16,1.21359,-13.0082,0.958805,-15.9127,8.68585,8.2549
323.400000,18,1.2973,-13.0082,0.958805,-12.6518,0.0588852,0.967907
390.360000,28,1.26404,-5.01703,1.44214,-5.74624,-4.88265,6.36669
404.910000,32,1.25654,-4.09952,1.62206,-4.319,2.41114,0.819035
409.480000,35,1.22449,-3.37276,1.97836,-4.37294,-1.88566,3.99136
523.720000,51,1.25461,-2.70848,2.02301,-3.41831,-0.739462,2.85221
556.640000,54,1.21359,-4.41438,1.66182,-6.35659,1.32876,1.97057
563.660000,56,1.23348,-4.44701,1.65416,-5.48489,1.23399,1.11971
568.830000,59,1.20419,-4.32992,1.54523,-7.90445,10.2552,9.41492
568.860000,61,1.29412,-4.32992,1.54523,-3.96626,1.75499,0.419822
581.060000,63,1.28492,-4.31603,1.51563,-3.96255,1.92239,0.538888
588.270000,65,1.28049,-4.28959,1.48542,-4.36219,2.42561,0.942988
588.350000,68,1.29187,-4.28959,1.48542,-3.96561,1.74606,0.415805
733.340000,86,1.21951,-4.5822,1.50948,-5.35408,0.495193,1.27459
733.380000,88,1.21827,-4.5822,1.50948,-6.00105,-3.14229,4.86335
